t,y,n
10.0,0.0023342864662550217,2.0
15.0,0.0019571717765460234,2.0
20.0,0.0013916933102253665,2.0
25.0,0.0007628519374197213,2.0
30.0,-0.0012476125394840572,2.0
35.0,-0.00026883489386408054,2.0
40.0,0.004894234059374859,2.0
45.0,-0.0012153787323968966,2.0
50.0,-0.00256912032035224,2.0
55.0,-0.00491559138563068,2.0
60.0,-0.006581339543235909,2.0
62.0,0.48656862313406546,2.0
65.0,0.2687797251589475,2.0
70.0,0.03198142838534478,2.0
75.0,0.0019350581624161618,2.0
80.0,-0.0005414212583381265,2.0
85.0,0.00208438935284801,2.0
90.0,-0.011817959085547156,2.0
95.0,-0.00838383282890507,2.0
100.0,-0.00928772365285487,2.0
105.0,-0.0029863374312193674,2.0
110.0,-0.0034027302631344652,2.0
115.0,3.57941827497689e-05,2.0
120.0,-0.0006331670486390128,2.0
125.0,-0.008382632803738405,2.0
130.0,-0.01149588991838239,2.0
135.0,-0.0021323021072071372,2.0
140.0,-0.009188314524234463,2.0
145.0,-0.004732330059800913,2.0
150.0,-0.006039823617772461,2.0
155.0,-0.0030602858855120823,2.0
160.0,-0.015767633203773713,2.0
165.0,-0.012244490984734529,2.0
170.0,-0.00111135530248546,2.0
175.0,-0.021031487169732625,2.0
180.0,-0.010446699467294419,2.0
185.0,-0.026040642254185075,2.0
190.0,-0.009685924899084599,2.0
195.0,-0.015430592705380419,2.0
200.0,-0.013658734772454615,2.0
205.0,-0.01122379776591232,2.0
210.0,-0.019448173855817215,2.0
215.0,-0.009595643841656752,2.0
220.0,-0.01817137554829529,2.0
225.0,-0.01803397429488024,2.0
230.0,-0.012674606081634437,2.0
235.0,-0.019175866165374214,2.0
240.0,-0.024108831207332076,2.0
245.0,-0.014007653636797169,2.0
250.0,-0.02027758348100073,2.0
255.0,-0.024236716537512543,2.0
260.0,-0.03120801400728941,2.0
265.0,-0.026186673679940698,2.0
270.0,-0.02941877996259014,2.0
275.0,-0.029638411257253874,2.0
280.0,-0.028276172953347726,2.0
285.0,-0.024614234930301907,2.0
290.0,-0.03490954398679403,2.0
295.0,-0.0328068416292122,2.0
300.0,-0.02676121658589495,2.0
0.0,0.002964877595833114,3.0
5.0,0.0074256206854463195,3.0
10.0,-0.005957637514076802,3.0
15.0,-0.008210883943802006,3.0
20.0,-0.0028484933920029988,3.0
25.0,-0.010020820113023512,3.0
30.0,-0.0023430281524269227,3.0
35.0,0.0027890476036872445,3.0
40.0,-0.0024693978751199924,3.0
45.0,-0.0032605868576620436,3.0
50.0,0.010656451603227157,3.0
55.0,0.0038135370271448576,3.0
60.0,0.00746131333277576,3.0
62.0,0.3501929973694917,3.0
65.0,0.2571374155902586,3.0
70.0,0.0414084953492989,3.0
75.0,0.009164516354323755,3.0
80.0,0.007252628143085119,3.0
85.0,0.008373680221702028,3.0
90.0,0.013477438564240534,3.0
95.0,0.009162922620000078,3.0
100.0,0.012970915847563115,3.0
105.0,0.009186385009438549,3.0
110.0,0.013300509653181735,3.0
115.0,0.021140988708899133,3.0
120.0,0.016902430803395815,3.0
125.0,0.011283596103068741,3.0
130.0,0.023026903732473833,3.0
135.0,0.022444324326446906,3.0
140.0,0.015487173887155689,3.0
145.0,0.01568126625008412,3.0
150.0,0.017432768654898113,3.0
155.0,0.023781040065013574,3.0
160.0,0.006685670211744984,3.0
165.0,0.004019944350456902,3.0
170.0,0.013291649241037783,3.0
175.0,0.020113078691624424,3.0
180.0,0.01679709929326775,3.0
185.0,0.019101284925012518,3.0
190.0,0.014636674056969876,3.0
195.0,0.0141844498107796,3.0
200.0,0.005873290422105913,3.0
205.0,0.01450631531382031,3.0
210.0,0.023527512370126163,3.0
215.0,0.01949159999897267,3.0
220.0,0.026382216458339942,3.0
225.0,0.029377872900188364,3.0
230.0,0.013754532834042418,3.0
235.0,0.017678964902970967,3.0
240.0,0.026722564818459263,3.0
245.0,0.021480268117471567,3.0
250.0,0.015767825372919823,3.0
255.0,0.015659628908178062,3.0
260.0,0.020865946680156715,3.0
265.0,0.02403059536697533,3.0
270.0,0.0206682708722188,3.0
275.0,0.019871641250914538,3.0
280.0,0.01806542636388388,3.0
285.0,0.024730459169181363,3.0
290.0,0.013641552697824919,3.0
295.0,0.010391476757644291,3.0
300.0,0.012439033537390017,3.0
0.0,-0.0007650041072342713,4.0
5.0,0.004270275218987819,4.0
10.0,0.0015334216054385312,4.0
15.0,0.001171188292298643,4.0
20.0,0.0021200642551414085,4.0
25.0,-0.001206193635115019,4.0
30.0,0.001300947358615707,4.0
35.0,-0.005413321636407899,4.0
40.0,-0.007513932081155825,4.0
45.0,0.007278142641955355,4.0
50.0,-0.0036406319754193213,4.0
55.0,0.004563269655988507,4.0
60.0,-0.0036982255930959555,4.0
62.0,0.43611359827668816,4.0
65.0,0.290453472159154,4.0
70.0,0.0249458450214226,4.0
75.0,-0.0027236000704045408,4.0
80.0,-0.007138717315103581,4.0
85.0,0.005975762440355248,4.0
90.0,0.0025405867647659433,4.0
95.0,0.0005945297124483331,4.0
100.0,0.0038614489290017635,4.0
105.0,-0.014741892801060103,4.0
110.0,0.0058172909424649664,4.0
115.0,-0.01881360813117284,4.0
120.0,-0.014484342706439654,4.0
125.0,0.0038017581674297486,4.0
130.0,-0.001001310881580443,4.0
135.0,-0.0010127238392551553,4.0
140.0,-0.004155643217888971,4.0
145.0,0.0046619431500681775,4.0
150.0,0.005233244738077112,4.0
155.0,-0.0052917354040914796,4.0
160.0,0.009583979652691097,4.0
165.0,-0.0038721074143145792,4.0
170.0,-0.0032107150594848665,4.0
175.0,0.0014680721113834686,4.0
180.0,-0.023462113607780315,4.0
185.0,-0.01054998225238277,4.0
190.0,-0.013448676232737364,4.0
195.0,-0.018668675514518927,4.0
200.0,-0.011276513061816953,4.0
205.0,-0.011020600042982826,4.0
210.0,-0.027228866841770304,4.0
215.0,-0.009249540544508371,4.0
220.0,-0.018480358555804887,4.0
225.0,-0.02080930688089553,4.0
230.0,-0.01783842579294258,4.0
235.0,-0.03570931882286392,4.0
240.0,-0.021519587597633404,4.0
245.0,-0.015877652117305102,4.0
250.0,-0.017000918724087228,4.0
255.0,-0.029600377827664313,4.0
260.0,-0.017836786368928704,4.0
265.0,-0.014876620846708408,4.0
270.0,-0.018272526103810756,4.0
275.0,-0.025362355212477556,4.0
280.0,-0.03366084512370033,4.0
285.0,-0.03159291785111851,4.0
290.0,-0.026824301912637467,4.0
295.0,-0.025910997184847614,4.0
300.0,-0.03486867944412089,4.0
0.0,0.017480409946427546,5.0
5.0,0.019848531485333793,5.0
10.0,0.011141800300092071,5.0
15.0,0.0034299999425753216,5.0
20.0,0.00698235536351943,5.0
25.0,-0.010249658502904128,5.0
30.0,-0.008274306376923654,5.0
35.0,-0.007910442211083182,5.0
40.0,-0.004490380037619721,5.0
45.0,-0.011823381065157193,5.0
50.0,-0.004910918374757153,5.0
55.0,-0.0004658385463845435,5.0
60.0,-0.010758171923119965,5.0
62.0,0.45811098941937184,5.0
65.0,0.31548076204217856,5.0
70.0,0.028000136861948365,5.0
75.0,-0.0002115746812943909,5.0
80.0,-0.01097011859215922,5.0
85.0,-0.0014741768514789947,5.0
90.0,-0.022020026322480374,5.0
95.0,0.0030738905289919016,5.0
100.0,-0.011052718834130722,5.0
105.0,-0.01260858149561251,5.0
110.0,-0.00894544235688891,5.0
115.0,-0.00979042183171926,5.0
120.0,-0.005035977906509771,5.0
125.0,-0.00955312730153808,5.0
130.0,-0.016125614068486213,5.0
135.0,-0.004014811711625675,5.0
140.0,-0.008522175844378194,5.0
145.0,-0.019135017887996247,5.0
150.0,-0.0025436754909804794,5.0
155.0,-0.01743156525906604,5.0
160.0,-0.011640072863158027,5.0
165.0,-0.006350391904883317,5.0
170.0,-0.01721627533040913,5.0
175.0,-0.014865114493548407,5.0
180.0,-0.014204038487605647,5.0
185.0,-0.010591167034675358,5.0
190.0,-0.01716783530403078,5.0
195.0,-0.008997293623454177,5.0
200.0,-0.016120455658984727,5.0
205.0,-0.008891386441605257,5.0
210.0,-0.014213526659371374,5.0
215.0,-0.008608902056580433,5.0
220.0,-0.019662745255193917,5.0
225.0,-0.01287861941739122,5.0
230.0,-0.02071576586795196,5.0
235.0,-0.03225901635628726,5.0
240.0,-0.036337992642900864,5.0
245.0,-0.007675370292747127,5.0
250.0,-0.028007698092144852,5.0
255.0,-0.030651770978286325,5.0
260.0,-0.02273008353992593,5.0
265.0,-0.03077386910359639,5.0
270.0,-0.024700454804281367,5.0
275.0,-0.03324722754876914,5.0
280.0,-0.04248137176855933,5.0
285.0,-0.03213157709236365,5.0
290.0,-0.029161752254128415,5.0
295.0,-0.03193576059258447,5.0
300.0,-0.04036170783567552,5.0
0.0,-0.0029121713243108883,6.0
5.0,-0.007057390369392406,6.0
10.0,-0.006363942184258585,6.0
15.0,0.0028003704194953256,6.0
20.0,0.011305448912420189,6.0
25.0,-0.0028737847313710556,6.0
30.0,0.0066974163864933125,6.0
35.0,0.0027314958105934674,6.0
40.0,0.005031915242473326,6.0
45.0,0.000872904327081921,6.0
50.0,6.436868375524176e-05,6.0
55.0,-0.002468634066508926,6.0
60.0,-0.007827997106470268,6.0
62.0,0.6061840517051145,6.0
65.0,0.39432324567432037,6.0
70.0,0.05600776484006212,6.0
75.0,-0.007271501754669128,6.0
80.0,-0.010285166821229038,6.0
85.0,-0.013499107999992875,6.0
90.0,-0.023440124977508997,6.0
95.0,-0.012007306686175442,6.0
100.0,-0.020442992949947763,6.0
105.0,-0.014474388079746865,6.0
110.0,-0.023353218178978303,6.0
115.0,-0.02073420190786979,6.0
120.0,-0.017406381945339604,6.0
125.0,-0.028377831273010613,6.0
130.0,-0.023416497258138835,6.0
135.0,-0.025083342898978248,6.0
140.0,-0.0217882196932859,6.0
145.0,-0.015713560382465123,6.0
150.0,-0.027699351005270385,6.0
155.0,-0.014678939194307922,6.0
160.0,-0.020382047163036127,6.0
165.0,-0.003036401804697651,6.0
170.0,0.003886938947945116,6.0
175.0,-0.0017683199387176739,6.0
180.0,-0.009652590300190228,6.0
185.0,-0.017110804958827903,6.0
190.0,-0.011669140790161204,6.0
195.0,-0.03700168359593623,6.0
200.0,-0.01678093508388359,6.0
205.0,-0.01659480893547879,6.0
210.0,-0.028916122190362485,6.0
215.0,-0.0315288863206471,6.0
220.0,-0.025085887967691577,6.0
225.0,-0.015368248835154644,6.0
230.0,-0.019988238217630044,6.0
235.0,-0.031328457772735255,6.0
240.0,-0.015441923765348853,6.0
245.0,-0.02252594845587264,6.0
250.0,-0.025590720549673728,6.0
255.0,-0.018675689675172722,6.0
260.0,-0.02120212751944381,6.0
265.0,-0.02472929192484979,6.0
270.0,-0.02256976102542388,6.0
275.0,-0.04000954462616203,6.0
280.0,-0.03553688356236926,6.0
285.0,-0.03861202715885904,6.0
290.0,-0.042925314350342685,6.0
295.0,-0.03653594965322424,6.0
300.0,-0.045666738243331916,6.0
0.0,-0.0029425353257171616,7.0
5.0,-0.00022024986880406612,7.0
10.0,-0.00606962835196866,7.0
15.0,0.00040503807459621607,7.0
20.0,-0.0034208613234114962,7.0
25.0,0.0004861172467568172,7.0
30.0,0.008252035610684204,7.0
35.0,-0.008178296077672046,7.0
40.0,0.006762706988856524,7.0
45.0,-0.00024854836272784214,7.0
50.0,-0.0008879587991920876,7.0
55.0,0.005722358871909109,7.0
60.0,0.0003398213166915767,7.0
62.0,0.533604736518199,7.0
65.0,0.33066096980793197,7.0
70.0,0.05272078812296914,7.0
75.0,0.010628304322402424,7.0
80.0,0.0033139448610444424,7.0
85.0,-0.00021935215761062875,7.0
90.0,0.006689663661270559,7.0
95.0,-0.0008295443778661727,7.0
100.0,0.010765055693182897,7.0
105.0,0.0011805193366112702,7.0
110.0,0.011163214844885427,7.0
115.0,0.010115876188343894,7.0
120.0,0.0029201633427231332,7.0
125.0,0.00991213240150287,7.0
130.0,-0.0032776735795183518,7.0
135.0,-0.001393002255112048,7.0
140.0,0.004292417445441241,7.0
145.0,0.002431584069606181,7.0
150.0,0.004446065466840532,7.0
155.0,-0.0035564749576012184,7.0
160.0,-0.007283837729212558,7.0
165.0,-0.005380329063129394,7.0
170.0,-0.008984310801828812,7.0
175.0,-0.01050731306678734,7.0
180.0,-0.013540863688766724,7.0
185.0,-0.003051534866374895,7.0
190.0,-0.01679135062893914,7.0
195.0,-0.012257434507044444,7.0
200.0,-0.00916702181227688,7.0
205.0,-0.005161734345265096,7.0
210.0,-0.01414401409036108,7.0
215.0,-0.007213858216388582,7.0
220.0,-0.004055091393361316,7.0
225.0,-0.009289347103238511,7.0
230.0,-0.011170255627205847,7.0
235.0,-0.011428971042852908,7.0
240.0,-0.014023471732993521,7.0
245.0,-0.016375982550350596,7.0
250.0,-0.015311967679394026,7.0
255.0,-0.024269822987128258,7.0
260.0,-0.01673806390662793,7.0
265.0,-0.01520324788965967,7.0
270.0,-0.015251491385721282,7.0
275.0,-0.01503583051939596,7.0
280.0,-0.008840115032354882,7.0
285.0,-0.018871228898894837,7.0
290.0,-0.019399269256075984,7.0
295.0,-0.014399795949977399,7.0
300.0,-0.01450422862744123,7.0
0.0,0.005056723374252947,8.0
5.0,0.0026621395796301555,8.0
10.0,-0.009707008458189427,8.0
15.0,0.0057941951020214905,8.0
20.0,-0.0027698685239404513,8.0
25.0,0.0009686517644006882,8.0
30.0,0.0020827188410667717,8.0
35.0,-0.004921751098833743,8.0
40.0,0.0005142750931685778,8.0
45.0,0.007689798577732591,8.0
50.0,-0.0036839853211494047,8.0
55.0,-0.0014917586307497462,8.0
60.0,-0.00219413029940863,8.0
62.0,0.4125965792904036,8.0
65.0,0.2959867673172173,8.0
70.0,0.029722917643503263,8.0
75.0,0.0028367718173616372,8.0
80.0,-0.009524913295796685,8.0
85.0,-0.011480701754490823,8.0
90.0,-0.014149509915431593,8.0
95.0,-0.0023349894730136304,8.0
100.0,-0.011909156445017832,8.0
105.0,-0.016907887013446872,8.0
110.0,-0.025516717602556988,8.0
115.0,-0.018954666147317372,8.0
120.0,-0.02650813107401824,8.0
125.0,-0.023786153856818537,8.0
130.0,-0.014983118122473698,8.0
135.0,-0.020184887134683423,8.0
140.0,-0.02289314079836038,8.0
145.0,-0.03285595873504937,8.0
150.0,-0.029800271484657543,8.0
155.0,-0.013284555595732215,8.0
160.0,-0.015104017331411522,8.0
165.0,-0.010598599098212813,8.0
170.0,-0.030542738564966154,8.0
175.0,-0.033441770939122005,8.0
180.0,-0.0245736030514282,8.0
185.0,-0.02214743956883488,8.0
190.0,-0.026342848839756957,8.0
195.0,-0.02095648885229372,8.0
200.0,-0.03958515941028725,8.0
205.0,-0.020637992478601933,8.0
210.0,-0.021575175273227856,8.0
215.0,-0.025447542495422255,8.0
220.0,-0.026473253853441712,8.0
225.0,-0.027161307760620066,8.0
230.0,-0.027310309942803344,8.0
235.0,-0.023301313149662196,8.0
240.0,-0.02202404604566907,8.0
245.0,-0.017463646945237072,8.0
250.0,-0.029475635205505352,8.0
255.0,-0.01970524726591159,8.0
260.0,-0.02398096318582449,8.0
265.0,-0.017738374104394383,8.0
270.0,-0.02337137639805518,8.0
275.0,-0.016474856548787477,8.0
280.0,-0.022296173208774476,8.0
285.0,-0.02467764266436237,8.0
290.0,-0.02036225627697777,8.0
295.0,-0.03028554402322641,8.0
300.0,-0.015549185084737085,8.0
0.0,-0.008364410040434074,9.0
5.0,0.01294929251008456,9.0
10.0,0.004811217629505636,9.0
15.0,0.00350617608001064,9.0
20.0,0.0036906346641754125,9.0
25.0,0.0016688189661249605,9.0
30.0,-0.008219118879991437,9.0
35.0,-0.009314810890022914,9.0
40.0,-0.0030902976195343887,9.0
45.0,-0.005938987425271059,9.0
50.0,0.000786127370614244,9.0
55.0,0.005906514056656276,9.0
60.0,0.001608843578081773,9.0
62.0,0.5106635474960676,9.0
65.0,0.3523321933106042,9.0
70.0,0.05146226072785636,9.0
75.0,0.00890506482657401,9.0
80.0,0.006937141303985555,9.0
85.0,5.977796558413221e-05,9.0
90.0,-0.002422736166549194,9.0
95.0,-0.001114001983704949,9.0
100.0,-0.00831457850194497,9.0
105.0,-0.004836313666115882,9.0
110.0,0.001439134387392172,9.0
115.0,0.007136141024182962,9.0
120.0,0.004397156994557456,9.0
125.0,0.010619960412386558,9.0
130.0,0.0013113892697964168,9.0
135.0,0.017073103110134845,9.0
140.0,0.0175053671157501,9.0
145.0,0.015263834000004126,9.0
150.0,0.02158492442655007,9.0
155.0,0.017533240849431114,9.0
160.0,0.012717913252966322,9.0
165.0,0.01793098002151141,9.0
170.0,0.01883644441750944,9.0
175.0,0.019747768173923406,9.0
180.0,0.018752107358029197,9.0
185.0,0.027211665066279655,9.0
190.0,0.025474133520069053,9.0
195.0,0.021624978194988372,9.0
200.0,0.022330227939095556,9.0
205.0,0.014008855759571342,9.0
210.0,0.025361720145408828,9.0
215.0,0.033961097006324936,9.0
220.0,0.02156738082302535,9.0
225.0,0.03347624600447528,9.0
230.0,0.030218038441302695,9.0
235.0,0.01519575681185191,9.0
240.0,0.030726157241574015,9.0
245.0,0.024425490267054567,9.0
250.0,0.010772139211242773,9.0
255.0,0.035323797603832446,9.0
260.0,0.02968147287925309,9.0
265.0,0.026262713627396076,9.0
270.0,0.019428903188866937,9.0
275.0,0.01641095166578635,9.0
280.0,0.027286132257485694,9.0
285.0,0.028385118295304587,9.0
290.0,0.026713964032607163,9.0
295.0,0.03880609513351463,9.0
300.0,0.02597725411019252,9.0
