t,y,n
0.0,-0.013802724477238492,0.0
5.0,-0.011295738493038629,0.0
10.0,-0.022084321674332923,0.0
15.0,-0.002164014117584012,0.0
20.0,-0.017579761371241284,0.0
25.0,-0.0026720584596935295,0.0
30.0,-0.004798031472588468,0.0
35.0,0.006056622550280215,0.0
40.0,0.018989467496662724,0.0
45.0,-0.005318454261561746,0.0
50.0,0.013406578600504971,0.0
55.0,0.021333274732734015,0.0
60.0,0.019929160947096174,0.0
65.0,0.08187992410731841,0.0
70.0,0.15055029867235342,0.0
75.0,0.09498266578240373,0.0
80.0,0.16638659790941943,0.0
85.0,0.12397969399898749,0.0
90.0,0.19152779560238228,0.0
95.0,0.11300096370251547,0.0
100.0,0.19218250165436032,0.0
105.0,0.12302901248373106,0.0
110.0,0.20454122779692194,0.0
115.0,0.13437084048686415,0.0
120.0,0.20427908330503355,0.0
125.0,-0.020608099516686733,0.0
131.0,-0.015465728682459802,0.0
137.0,-0.01752848335905005,0.0
142.0,-0.031734284648498964,0.0
148.0,-0.032726617789957495,0.0
155.0,-0.014340433779962145,0.0
156.0,-0.002251242665550012,0.0
160.0,0.19723643629355123,0.0
165.0,0.1521125783942642,0.0
170.0,0.23995189061873182,0.0
175.0,0.16137077705202243,0.0
180.0,0.23585696752189317,0.0
185.0,0.16176765783140024,0.0
190.0,0.20687319639700552,0.0
195.0,0.15741078803470557,0.0
200.0,0.23967039084588865,0.0
205.0,0.16340197490005523,0.0
210.0,0.25237410080968187,0.0
215.0,0.23855337626608003,0.0
220.0,0.2597401622766827,0.0
225.0,0.2659983352943082,0.0
230.0,0.241060118530733,0.0
235.0,0.23923217558626467,0.0
240.0,0.24080308399674383,0.0
245.0,0.21694739282510636,0.0
250.0,0.22591870764414626,0.0
255.0,0.20601832090034447,0.0
260.0,0.20361586470426016,0.0
265.0,0.19340995570942768,0.0
270.0,0.16751326448358583,0.0
275.0,0.17934321696953423,0.0
280.0,0.16833749777255994,0.0
285.0,0.18153302551759923,0.0
290.0,0.15462420522419837,0.0
295.0,0.13426809157450698,0.0
300.0,0.15061063161715757,0.0
0.0,0.0009240533268430626,1.0
5.0,-0.0032160604120484164,1.0
10.0,0.0006056324575419578,1.0
15.0,-0.0043769167257874265,1.0
20.0,0.012952579222477442,1.0
25.0,0.0216031012674346,1.0
30.0,-0.008862175965954712,1.0
35.0,-0.01985561039811097,1.0
40.0,0.010685888802625856,1.0
45.0,-0.01174647013974166,1.0
50.0,-0.01823210800544236,1.0
55.0,0.004226391957289578,1.0
60.0,0.015291694612874794,1.0
65.0,0.07171380491309348,1.0
70.0,0.1251782455031922,1.0
75.0,0.08367023251778721,1.0
80.0,0.10621127368467191,1.0
85.0,0.050795040874571165,1.0
90.0,0.10748263691452138,1.0
95.0,0.031103543341977454,1.0
100.0,0.09289205466249496,1.0
105.0,0.009376568191521138,1.0
110.0,0.08649545563805705,1.0
115.0,0.0745405855787898,1.0
120.0,0.1641181878652192,1.0
125.0,-0.03392463880773076,1.0
131.0,-0.026611120911417475,1.0
137.0,-0.024338518788677287,1.0
142.0,-0.017901424539514137,1.0
148.0,-0.03753900552235168,1.0
155.0,-0.03779561889997185,1.0
156.0,0.004382681455755345,1.0
160.0,0.16257040118160118,1.0
165.0,0.1279790898145445,1.0
170.0,0.18783240979925897,1.0
175.0,0.10868607725275885,1.0
180.0,0.18501096267219672,1.0
185.0,0.12938106221802015,1.0
190.0,0.19177835145560893,1.0
195.0,0.1260296436543204,1.0
200.0,0.18458286337636562,1.0
205.0,0.118828839285781,1.0
210.0,0.1863957016327978,1.0
215.0,0.19031777032685032,1.0
220.0,0.1902247719418303,1.0
225.0,0.2002432231801154,1.0
230.0,0.18884432995537248,1.0
235.0,0.17976015116754168,1.0
240.0,0.17903239167259558,1.0
245.0,0.1728517689217827,1.0
250.0,0.1645948872786079,1.0
255.0,0.14869740714903568,1.0
260.0,0.16634231949929676,1.0
265.0,0.1378705729648931,1.0
270.0,0.1608151404479313,1.0
275.0,0.1688411178284457,1.0
280.0,0.14944102314724836,1.0
285.0,0.14485078025396148,1.0
290.0,0.1300959665149825,1.0
295.0,0.12142408543908154,1.0
300.0,0.10238436453484086,1.0
0.0,0.0026500393718781137,2.0
5.0,-0.019033017995375393,2.0
10.0,-0.010759938790789349,2.0
15.0,0.0016460697358736819,2.0
20.0,-0.0059983642796228075,2.0
25.0,-0.0064904566352093854,2.0
30.0,-0.011837126699727953,2.0
35.0,0.010078007638408123,2.0
40.0,0.004049090228155552,2.0
45.0,-0.0004636761273645377,2.0
50.0,0.008145458961778772,2.0
55.0,0.013875676271365593,2.0
60.0,0.014138238320628882,2.0
65.0,0.07798819567968424,2.0
70.0,0.15664065321399964,2.0
75.0,0.10390622054100115,2.0
80.0,0.16882887639098748,2.0
85.0,0.11536224703086301,2.0
90.0,0.1779661119600409,2.0
95.0,0.13432894717675964,2.0
100.0,0.20466252858462491,2.0
105.0,0.12425726066552793,2.0
110.0,0.18601652891038087,2.0
115.0,0.12614735907414976,2.0
120.0,0.2089186849424627,2.0
125.0,-0.02307670035310074,2.0
131.0,-0.03391604389109518,2.0
137.0,-0.0147211904597722,2.0
142.0,-0.032968860083574136,2.0
148.0,-0.03035686662470234,2.0
155.0,-0.023531516190810585,2.0
156.0,0.0008152640599194067,2.0
160.0,0.17462816005242457,2.0
165.0,0.16002528107011943,2.0
170.0,0.22639609437204747,2.0
175.0,0.1549556162997935,2.0
180.0,0.22473289132933905,2.0
185.0,0.13806571860676403,2.0
190.0,0.2103349486876304,2.0
195.0,0.15745932342463057,2.0
200.0,0.1902075743505985,2.0
205.0,0.1603796212347297,2.0
210.0,0.23184405922560383,2.0
215.0,0.2391944093793346,2.0
220.0,0.21777293039538606,2.0
225.0,0.2261681476714896,2.0
230.0,0.205748104347281,2.0
235.0,0.23467913375548538,2.0
240.0,0.21272728873567062,2.0
245.0,0.2139280466634821,2.0
250.0,0.20964490160526833,2.0
255.0,0.18861127765060745,2.0
260.0,0.1959342692302782,2.0
265.0,0.1727949369000534,2.0
270.0,0.1859587950330441,2.0
275.0,0.16508434146297907,2.0
280.0,0.17863715184098958,2.0
285.0,0.16876106707857055,2.0
290.0,0.1497677223432343,2.0
295.0,0.17017186630698752,2.0
300.0,0.1561715556761247,2.0
0.0,-0.0035943509765248233,3.0
5.0,0.014329836288726694,3.0
10.0,-3.252342044882831e-05,3.0
15.0,0.0013675171600820548,3.0
20.0,0.0035483573251802827,3.0
25.0,-0.002216506901724518,3.0
30.0,0.004870327086152171,3.0
35.0,0.007690917412732971,3.0
40.0,0.0024288558877615125,3.0
45.0,-0.0028310066985355407,3.0
50.0,-0.006970901238613139,3.0
55.0,-0.017420936103044935,3.0
60.0,-0.0011695858217439011,3.0
65.0,0.04792689582172123,3.0
70.0,0.19109976252807356,3.0
75.0,0.05644105044040455,3.0
80.0,0.21103247663688132,3.0
85.0,0.06549444299333168,3.0
90.0,0.2012635724490523,3.0
95.0,0.07706942720609543,3.0
100.0,0.21793453890974498,3.0
105.0,0.06312505282605343,3.0
110.0,0.21189606939425207,3.0
115.0,0.07408277530949799,3.0
120.0,0.21429078967802934,3.0
126.0,-0.1313160145918942,3.0
131.0,-0.13511618240165424,3.0
137.0,-0.12712517849711,3.0
142.0,-0.12966777439668914,3.0
148.0,-0.13426540785453475,3.0
155.0,-0.10794487482701283,3.0
156.0,-0.08955574643308666,3.0
160.0,0.1661200657629889,3.0
165.0,0.08923592998884652,3.0
170.0,0.247065536210475,3.0
175.0,0.10043347039624975,3.0
180.0,0.24928018890545284,3.0
185.0,0.0849929325320392,3.0
190.0,0.23600258346081318,3.0
195.0,0.09084649922657359,3.0
200.0,0.23778882900071655,3.0
205.0,0.10890341161874517,3.0
210.0,0.24265626605965077,3.0
215.0,0.2590204553425448,3.0
220.0,0.27422698617099706,3.0
225.0,0.27420771467397465,3.0
230.0,0.2599878395444501,3.0
235.0,0.26473612332076607,3.0
240.0,0.27311957854343316,3.0
245.0,0.2570730907563405,3.0
250.0,0.23864423024344464,3.0
255.0,0.2484804284335259,3.0
260.0,0.22632032205622787,3.0
265.0,0.21707928645864158,3.0
270.0,0.21094030835632774,3.0
275.0,0.23141589281038308,3.0
280.0,0.20104805910579981,3.0
285.0,0.19595208494318922,3.0
290.0,0.19654746266618356,3.0
